2023-05-19 23:39:40 INFO     Starting training with lr=0.01, n_epoch=100
2023-05-19 23:41:32 INFO     Epoch: 1 	Training Loss: 13.443086 	Test Loss: 1.963649 	Epoch Time: 111.83s 	Total Time: 111.83s
2023-05-20 00:19:27 INFO     Epoch: 1402 	Training Loss: 1.912307 	Test Loss: 1.939112 	Epoch Time: 0.76s 	Total Time: 1072.89s
2023-05-20 00:19:27 INFO     Epoch: 1403 	Training Loss: 1.912309 	Test Loss: 1.939312 	Epoch Time: 0.77s 	Total Time: 1073.66s
2023-05-20 00:19:28 INFO     Epoch: 1404 	Training Loss: 1.912297 	Test Loss: 1.940289 	Epoch Time: 0.77s 	Total Time: 1074.43s
2023-05-20 00:19:29 INFO     Epoch: 1405 	Training Loss: 1.912475 	Test Loss: 1.940894 	Epoch Time: 0.77s 	Total Time: 1075.19s
2023-05-20 00:19:30 INFO     Epoch: 1406 	Training Loss: 1.912563 	Test Loss: 1.938797 	Epoch Time: 0.77s 	Total Time: 1075.96s
2023-05-20 00:19:30 INFO     Epoch: 1407 	Training Loss: 1.912361 	Test Loss: 1.940277 	Epoch Time: 0.77s 	Total Time: 1076.73s
2023-05-20 00:19:31 INFO     Epoch: 1408 	Training Loss: 1.912315 	Test Loss: 1.939873 	Epoch Time: 0.76s 	Total Time: 1077.49s
2023-05-20 00:19:32 INFO     Epoch: 1409 	Training Loss: 1.912696 	Test Loss: 1.940198 	Epoch Time: 0.77s 	Total Time: 1078.26s
2023-05-20 00:19:33 INFO     Epoch: 1410 	Training Loss: 1.911935 	Test Loss: 1.939350 	Epoch Time: 0.77s 	Total Time: 1079.03s
2023-05-20 00:19:33 INFO     Epoch: 1411 	Training Loss: 1.913294 	Test Loss: 1.941367 	Epoch Time: 0.77s 	Total Time: 1079.79s
2023-05-20 00:19:34 INFO     Epoch: 1412 	Training Loss: 1.912586 	Test Loss: 1.940695 	Epoch Time: 0.76s 	Total Time: 1080.56s
2023-05-20 00:19:35 INFO     Epoch: 1413 	Training Loss: 1.912366 	Test Loss: 1.941361 	Epoch Time: 0.77s 	Total Time: 1081.32s
2023-05-20 00:19:36 INFO     Epoch: 1414 	Training Loss: 1.912756 	Test Loss: 1.939555 	Epoch Time: 0.77s 	Total Time: 1082.09s
2023-05-20 00:19:37 INFO     Epoch: 1415 	Training Loss: 1.912027 	Test Loss: 1.939827 	Epoch Time: 0.76s 	Total Time: 1082.85s
2023-05-20 00:19:37 INFO     Epoch: 1416 	Training Loss: 1.912511 	Test Loss: 1.941247 	Epoch Time: 0.77s 	Total Time: 1083.62s
2023-05-20 00:19:38 INFO     Epoch: 1417 	Training Loss: 1.912474 	Test Loss: 1.941934 	Epoch Time: 0.76s 	Total Time: 1084.39s
2023-05-20 00:19:39 INFO     Epoch: 1418 	Training Loss: 1.912173 	Test Loss: 1.939678 	Epoch Time: 0.77s 	Total Time: 1085.15s
2023-05-20 00:19:40 INFO     Epoch: 1419 	Training Loss: 1.912178 	Test Loss: 1.940710 	Epoch Time: 0.77s 	Total Time: 1085.92s
2023-05-20 00:19:40 INFO     Epoch: 1420 	Training Loss: 1.912157 	Test Loss: 1.941075 	Epoch Time: 0.77s 	Total Time: 1086.69s
2023-05-20 00:19:41 INFO     Epoch: 1421 	Training Loss: 1.912784 	Test Loss: 1.940976 	Epoch Time: 0.77s 	Total Time: 1087.46s
2023-05-20 00:19:42 INFO     Epoch: 1422 	Training Loss: 1.912491 	Test Loss: 1.941748 	Epoch Time: 0.76s 	Total Time: 1088.22s
2023-05-20 00:19:43 INFO     Epoch: 1423 	Training Loss: 1.912482 	Test Loss: 1.941959 	Epoch Time: 0.76s 	Total Time: 1088.98s
2023-05-20 00:19:43 INFO     Epoch: 1424 	Training Loss: 1.912342 	Test Loss: 1.939561 	Epoch Time: 0.76s 	Total Time: 1089.75s
2023-05-20 00:19:44 INFO     Epoch: 1425 	Training Loss: 1.912604 	Test Loss: 1.938559 	Epoch Time: 0.77s 	Total Time: 1090.51s
2023-05-20 00:19:45 INFO     Epoch: 1426 	Training Loss: 1.913041 	Test Loss: 1.939564 	Epoch Time: 0.76s 	Total Time: 1091.27s
2023-05-20 00:19:46 INFO     Epoch: 1427 	Training Loss: 1.912125 	Test Loss: 1.940743 	Epoch Time: 0.77s 	Total Time: 1092.04s
2023-05-20 00:19:46 INFO     Epoch: 1428 	Training Loss: 1.912117 	Test Loss: 1.940173 	Epoch Time: 0.77s 	Total Time: 1092.81s
2023-05-20 00:19:47 INFO     Epoch: 1429 	Training Loss: 1.912539 	Test Loss: 1.940527 	Epoch Time: 0.74s 	Total Time: 1093.55s
2023-05-20 00:19:48 INFO     Epoch: 1430 	Training Loss: 1.912241 	Test Loss: 1.940248 	Epoch Time: 0.75s 	Total Time: 1094.30s
2023-05-20 00:19:49 INFO     Epoch: 1431 	Training Loss: 1.912338 	Test Loss: 1.940642 	Epoch Time: 0.75s 	Total Time: 1095.05s
2023-05-20 00:19:49 INFO     Epoch: 1432 	Training Loss: 1.912169 	Test Loss: 1.941860 	Epoch Time: 0.74s 	Total Time: 1095.79s
2023-05-20 00:19:50 INFO     Epoch: 1433 	Training Loss: 1.911927 	Test Loss: 1.940415 	Epoch Time: 0.75s 	Total Time: 1096.54s
2023-05-20 00:19:51 INFO     Epoch: 1434 	Training Loss: 1.912449 	Test Loss: 1.941716 	Epoch Time: 0.75s 	Total Time: 1097.29s
2023-05-20 00:19:52 INFO     Epoch: 1435 	Training Loss: 1.912778 	Test Loss: 1.938974 	Epoch Time: 0.77s 	Total Time: 1098.06s
2023-05-20 00:19:53 INFO     Epoch: 1436 	Training Loss: 1.912212 	Test Loss: 1.941138 	Epoch Time: 0.76s 	Total Time: 1098.82s
2023-05-20 00:19:53 INFO     Epoch: 1437 	Training Loss: 1.912925 	Test Loss: 1.940357 	Epoch Time: 0.76s 	Total Time: 1099.58s
2023-05-20 00:19:54 INFO     Epoch: 1438 	Training Loss: 1.912390 	Test Loss: 1.940828 	Epoch Time: 0.76s 	Total Time: 1100.35s
2023-05-20 00:19:55 INFO     Epoch: 1439 	Training Loss: 1.912643 	Test Loss: 1.940603 	Epoch Time: 0.77s 	Total Time: 1101.12s
2023-05-20 00:19:56 INFO     Epoch: 1440 	Training Loss: 1.912536 	Test Loss: 1.942297 	Epoch Time: 0.77s 	Total Time: 1101.88s
2023-05-20 00:19:56 INFO     Epoch: 1441 	Training Loss: 1.913194 	Test Loss: 1.941608 	Epoch Time: 0.77s 	Total Time: 1102.65s
2023-05-20 00:19:57 INFO     Epoch: 1442 	Training Loss: 1.912712 	Test Loss: 1.941192 	Epoch Time: 0.77s 	Total Time: 1103.42s
2023-05-20 00:19:58 INFO     Epoch: 1443 	Training Loss: 1.912405 	Test Loss: 1.938681 	Epoch Time: 0.78s 	Total Time: 1104.20s
2023-05-20 00:19:59 INFO     Epoch: 1444 	Training Loss: 1.912156 	Test Loss: 1.940637 	Epoch Time: 0.76s 	Total Time: 1104.96s
2023-05-20 00:19:59 INFO     Epoch: 1445 	Training Loss: 1.912164 	Test Loss: 1.940239 	Epoch Time: 0.76s 	Total Time: 1105.73s
2023-05-20 00:20:00 INFO     Epoch: 1446 	Training Loss: 1.912127 	Test Loss: 1.939572 	Epoch Time: 0.77s 	Total Time: 1106.49s
2023-05-20 00:20:01 INFO     Epoch: 1447 	Training Loss: 1.912365 	Test Loss: 1.941018 	Epoch Time: 0.76s 	Total Time: 1107.26s
2023-05-20 00:20:02 INFO     Epoch: 1448 	Training Loss: 1.911915 	Test Loss: 1.939887 	Epoch Time: 0.77s 	Total Time: 1108.03s
2023-05-20 00:20:02 INFO     Epoch: 1449 	Training Loss: 1.913123 	Test Loss: 1.939676 	Epoch Time: 0.76s 	Total Time: 1108.79s
2023-05-20 00:20:03 INFO     Epoch: 1450 	Training Loss: 1.912503 	Test Loss: 1.940433 	Epoch Time: 0.77s 	Total Time: 1109.56s
2023-05-20 00:20:04 INFO     Epoch: 1451 	Training Loss: 1.911973 	Test Loss: 1.941019 	Epoch Time: 0.77s 	Total Time: 1110.33s
2023-05-20 00:20:05 INFO     Epoch: 1452 	Training Loss: 1.912593 	Test Loss: 1.941033 	Epoch Time: 0.77s 	Total Time: 1111.10s
2023-05-20 00:20:06 INFO     Epoch: 1453 	Training Loss: 1.912700 	Test Loss: 1.940904 	Epoch Time: 0.77s 	Total Time: 1111.87s
2023-05-20 00:20:06 INFO     Epoch: 1454 	Training Loss: 1.912099 	Test Loss: 1.942224 	Epoch Time: 0.77s 	Total Time: 1112.63s
2023-05-20 00:20:07 INFO     Epoch: 1455 	Training Loss: 1.912362 	Test Loss: 1.940960 	Epoch Time: 0.77s 	Total Time: 1113.40s
2023-05-20 00:20:08 INFO     Epoch: 1456 	Training Loss: 1.912072 	Test Loss: 1.939969 	Epoch Time: 0.78s 	Total Time: 1114.18s
2023-05-20 00:20:09 INFO     Epoch: 1457 	Training Loss: 1.912214 	Test Loss: 1.939828 	Epoch Time: 0.78s 	Total Time: 1114.96s
2023-05-20 00:20:09 INFO     Epoch: 1458 	Training Loss: 1.912338 	Test Loss: 1.941090 	Epoch Time: 0.78s 	Total Time: 1115.74s
2023-05-20 00:20:10 INFO     Epoch: 1459 	Training Loss: 1.912192 	Test Loss: 1.941464 	Epoch Time: 0.77s 	Total Time: 1116.50s
2023-05-20 00:20:11 INFO     Epoch: 1460 	Training Loss: 1.912304 	Test Loss: 1.941936 	Epoch Time: 0.77s 	Total Time: 1117.28s
2023-05-20 00:20:12 INFO     Epoch: 1461 	Training Loss: 1.912374 	Test Loss: 1.941187 	Epoch Time: 0.77s 	Total Time: 1118.04s
2023-05-20 00:20:13 INFO     Epoch: 1462 	Training Loss: 1.912445 	Test Loss: 1.939912 	Epoch Time: 0.77s 	Total Time: 1118.82s
2023-05-20 00:20:13 INFO     Epoch: 1463 	Training Loss: 1.912296 	Test Loss: 1.939396 	Epoch Time: 0.75s 	Total Time: 1119.56s
2023-05-20 00:20:14 INFO     Epoch: 1464 	Training Loss: 1.912358 	Test Loss: 1.939378 	Epoch Time: 0.76s 	Total Time: 1120.32s
2023-05-20 00:20:15 INFO     Epoch: 1465 	Training Loss: 1.912665 	Test Loss: 1.942632 	Epoch Time: 0.78s 	Total Time: 1121.10s
2023-05-20 00:20:16 INFO     Epoch: 1466 	Training Loss: 1.912457 	Test Loss: 1.938905 	Epoch Time: 0.75s 	Total Time: 1121.85s
2023-05-20 00:20:16 INFO     Epoch: 1467 	Training Loss: 1.912208 	Test Loss: 1.938849 	Epoch Time: 0.75s 	Total Time: 1122.60s
2023-05-20 00:20:17 INFO     Epoch: 1468 	Training Loss: 1.912802 	Test Loss: 1.940660 	Epoch Time: 0.76s 	Total Time: 1123.36s
2023-05-20 00:20:18 INFO     Epoch: 1469 	Training Loss: 1.912546 	Test Loss: 1.941185 	Epoch Time: 0.77s 	Total Time: 1124.13s
2023-05-20 00:20:19 INFO     Epoch: 1470 	Training Loss: 1.912762 	Test Loss: 1.939639 	Epoch Time: 0.77s 	Total Time: 1124.90s
2023-05-20 00:20:19 INFO     Epoch: 1471 	Training Loss: 1.912663 	Test Loss: 1.939032 	Epoch Time: 0.77s 	Total Time: 1125.66s
2023-05-20 00:20:20 INFO     Epoch: 1472 	Training Loss: 1.912288 	Test Loss: 1.939452 	Epoch Time: 0.79s 	Total Time: 1126.45s
2023-05-20 00:20:21 INFO     Epoch: 1473 	Training Loss: 1.912582 	Test Loss: 1.941424 	Epoch Time: 0.77s 	Total Time: 1127.22s
2023-05-20 00:20:22 INFO     Epoch: 1474 	Training Loss: 1.912319 	Test Loss: 1.938418 	Epoch Time: 0.77s 	Total Time: 1127.99s
2023-05-20 00:20:22 INFO     Epoch: 1475 	Training Loss: 1.911886 	Test Loss: 1.939458 	Epoch Time: 0.78s 	Total Time: 1128.77s
2023-05-20 00:20:23 INFO     Epoch: 1476 	Training Loss: 1.912411 	Test Loss: 1.941718 	Epoch Time: 0.76s 	Total Time: 1129.53s
2023-05-20 00:20:24 INFO     Epoch: 1477 	Training Loss: 1.912513 	Test Loss: 1.940897 	Epoch Time: 0.77s 	Total Time: 1130.30s
2023-05-20 00:20:25 INFO     Epoch: 1478 	Training Loss: 1.912435 	Test Loss: 1.943002 	Epoch Time: 0.77s 	Total Time: 1131.06s
2023-05-20 00:20:26 INFO     Epoch: 1479 	Training Loss: 1.912126 	Test Loss: 1.940075 	Epoch Time: 0.77s 	Total Time: 1131.83s
2023-05-20 00:20:26 INFO     Epoch: 1480 	Training Loss: 1.912628 	Test Loss: 1.938541 	Epoch Time: 0.77s 	Total Time: 1132.60s
2023-05-20 00:20:27 INFO     Epoch: 1481 	Training Loss: 1.912568 	Test Loss: 1.939962 	Epoch Time: 0.77s 	Total Time: 1133.37s
2023-05-20 00:20:28 INFO     Epoch: 1482 	Training Loss: 1.912375 	Test Loss: 1.941975 	Epoch Time: 0.77s 	Total Time: 1134.13s
2023-05-20 00:20:29 INFO     Epoch: 1483 	Training Loss: 1.912190 	Test Loss: 1.940105 	Epoch Time: 0.76s 	Total Time: 1134.90s
2023-05-20 00:20:29 INFO     Epoch: 1484 	Training Loss: 1.912313 	Test Loss: 1.939545 	Epoch Time: 0.76s 	Total Time: 1135.66s
2023-05-20 00:20:30 INFO     Epoch: 1485 	Training Loss: 1.912403 	Test Loss: 1.942759 	Epoch Time: 0.78s 	Total Time: 1136.44s
2023-05-20 00:20:31 INFO     Epoch: 1486 	Training Loss: 1.912089 	Test Loss: 1.940049 	Epoch Time: 0.78s 	Total Time: 1137.22s
2023-05-20 00:20:32 INFO     Epoch: 1487 	Training Loss: 1.912958 	Test Loss: 1.938980 	Epoch Time: 0.77s 	Total Time: 1137.99s
2023-05-20 00:20:32 INFO     Epoch: 1488 	Training Loss: 1.912455 	Test Loss: 1.940841 	Epoch Time: 0.77s 	Total Time: 1138.75s
2023-05-20 00:20:33 INFO     Epoch: 1489 	Training Loss: 1.912098 	Test Loss: 1.939544 	Epoch Time: 0.76s 	Total Time: 1139.52s
2023-05-20 00:20:34 INFO     Epoch: 1490 	Training Loss: 1.912257 	Test Loss: 1.942082 	Epoch Time: 0.77s 	Total Time: 1140.29s
2023-05-20 00:20:35 INFO     Epoch: 1491 	Training Loss: 1.912497 	Test Loss: 1.941065 	Epoch Time: 0.77s 	Total Time: 1141.05s
2023-05-20 00:20:36 INFO     Epoch: 1492 	Training Loss: 1.912210 	Test Loss: 1.940418 	Epoch Time: 0.77s 	Total Time: 1141.82s
2023-05-20 00:20:36 INFO     Epoch: 1493 	Training Loss: 1.912080 	Test Loss: 1.940596 	Epoch Time: 0.77s 	Total Time: 1142.60s
2023-05-20 00:20:37 INFO     Epoch: 1494 	Training Loss: 1.913141 	Test Loss: 1.941089 	Epoch Time: 0.76s 	Total Time: 1143.36s
2023-05-20 00:20:38 INFO     Epoch: 1495 	Training Loss: 1.912229 	Test Loss: 1.940350 	Epoch Time: 0.75s 	Total Time: 1144.11s
2023-05-20 00:20:39 INFO     Epoch: 1496 	Training Loss: 1.912282 	Test Loss: 1.940816 	Epoch Time: 0.76s 	Total Time: 1144.87s
2023-05-20 00:20:39 INFO     Epoch: 1497 	Training Loss: 1.912200 	Test Loss: 1.941773 	Epoch Time: 0.75s 	Total Time: 1145.62s
2023-05-20 00:20:40 INFO     Epoch: 1498 	Training Loss: 1.913066 	Test Loss: 1.941679 	Epoch Time: 0.75s 	Total Time: 1146.37s
2023-05-20 00:20:41 INFO     Epoch: 1499 	Training Loss: 1.912186 	Test Loss: 1.940567 	Epoch Time: 0.76s 	Total Time: 1147.13s
2023-05-20 00:20:42 INFO     Epoch: 1500 	Training Loss: 1.912221 	Test Loss: 1.940824 	Epoch Time: 0.75s 	Total Time: 1147.88s
2023-05-20 00:20:42 INFO     Epoch: 1501 	Training Loss: 1.912242 	Test Loss: 1.941643 	Epoch Time: 0.76s 	Total Time: 1148.64s
2023-05-20 00:20:43 INFO     Epoch: 1502 	Training Loss: 1.912395 	Test Loss: 1.940757 	Epoch Time: 0.76s 	Total Time: 1149.41s
2023-05-20 00:20:44 INFO     Epoch: 1503 	Training Loss: 1.912090 	Test Loss: 1.942024 	Epoch Time: 0.76s 	Total Time: 1150.17s
2023-05-20 00:20:45 INFO     Epoch: 1504 	Training Loss: 1.912435 	Test Loss: 1.939704 	Epoch Time: 0.76s 	Total Time: 1150.93s
2023-05-20 00:20:45 INFO     Epoch: 1505 	Training Loss: 1.912716 	Test Loss: 1.941352 	Epoch Time: 0.76s 	Total Time: 1151.68s
2023-05-20 00:20:46 INFO     Epoch: 1506 	Training Loss: 1.912296 	Test Loss: 1.941661 	Epoch Time: 0.76s 	Total Time: 1152.45s
2023-05-20 00:20:47 INFO     Epoch: 1507 	Training Loss: 1.912102 	Test Loss: 1.939426 	Epoch Time: 0.76s 	Total Time: 1153.21s
2023-05-20 00:20:48 INFO     Epoch: 1508 	Training Loss: 1.912420 	Test Loss: 1.938996 	Epoch Time: 0.76s 	Total Time: 1153.97s
2023-05-20 00:20:48 INFO     Epoch: 1509 	Training Loss: 1.912729 	Test Loss: 1.939542 	Epoch Time: 0.76s 	Total Time: 1154.73s
2023-05-20 00:20:49 INFO     Epoch: 1510 	Training Loss: 1.912950 	Test Loss: 1.939077 	Epoch Time: 0.76s 	Total Time: 1155.49s
2023-05-20 00:20:50 INFO     Epoch: 1511 	Training Loss: 1.912278 	Test Loss: 1.939096 	Epoch Time: 0.76s 	Total Time: 1156.25s
2023-05-20 00:20:51 INFO     Epoch: 1512 	Training Loss: 1.912330 	Test Loss: 1.938362 	Epoch Time: 0.76s 	Total Time: 1157.00s
2023-05-20 00:20:51 INFO     Epoch: 1513 	Training Loss: 1.912166 	Test Loss: 1.939317 	Epoch Time: 0.77s 	Total Time: 1157.77s
2023-05-20 00:20:52 INFO     Epoch: 1514 	Training Loss: 1.912429 	Test Loss: 1.939838 	Epoch Time: 0.76s 	Total Time: 1158.53s
2023-05-20 00:20:53 INFO     Epoch: 1515 	Training Loss: 1.912167 	Test Loss: 1.939161 	Epoch Time: 0.76s 	Total Time: 1159.29s
2023-05-20 00:20:54 INFO     Epoch: 1516 	Training Loss: 1.912408 	Test Loss: 1.941346 	Epoch Time: 0.76s 	Total Time: 1160.05s
2023-05-20 00:20:54 INFO     Epoch: 1517 	Training Loss: 1.912602 	Test Loss: 1.940135 	Epoch Time: 0.76s 	Total Time: 1160.80s
2023-05-20 00:20:55 INFO     Epoch: 1518 	Training Loss: 1.912596 	Test Loss: 1.941145 	Epoch Time: 0.77s 	Total Time: 1161.58s
2023-05-20 00:20:56 INFO     Epoch: 1519 	Training Loss: 1.912413 	Test Loss: 1.939283 	Epoch Time: 0.77s 	Total Time: 1162.35s
2023-05-20 00:20:57 INFO     Epoch: 1520 	Training Loss: 1.912343 	Test Loss: 1.940994 	Epoch Time: 0.76s 	Total Time: 1163.11s
2023-05-20 00:20:58 INFO     Epoch: 1521 	Training Loss: 1.912488 	Test Loss: 1.939701 	Epoch Time: 0.75s 	Total Time: 1163.86s
2023-05-20 00:20:58 INFO     Epoch: 1522 	Training Loss: 1.912386 	Test Loss: 1.939853 	Epoch Time: 0.76s 	Total Time: 1164.62s
2023-05-20 00:20:59 INFO     Epoch: 1523 	Training Loss: 1.912322 	Test Loss: 1.939725 	Epoch Time: 0.77s 	Total Time: 1165.39s
2023-05-20 00:21:00 INFO     Epoch: 1524 	Training Loss: 1.912641 	Test Loss: 1.937622 	Epoch Time: 0.77s 	Total Time: 1166.16s
2023-05-20 00:21:01 INFO     Epoch: 1525 	Training Loss: 1.913384 	Test Loss: 1.939443 	Epoch Time: 0.77s 	Total Time: 1166.93s
2023-05-20 00:21:01 INFO     Epoch: 1526 	Training Loss: 1.912920 	Test Loss: 1.944305 	Epoch Time: 0.76s 	Total Time: 1167.69s
2023-05-20 00:21:02 INFO     Epoch: 1527 	Training Loss: 1.912303 	Test Loss: 1.940844 	Epoch Time: 0.77s 	Total Time: 1168.46s
2023-05-20 00:21:03 INFO     Epoch: 1528 	Training Loss: 1.912098 	Test Loss: 1.939890 	Epoch Time: 0.75s 	Total Time: 1169.21s
2023-05-20 00:21:04 INFO     Epoch: 1529 	Training Loss: 1.912283 	Test Loss: 1.939525 	Epoch Time: 0.77s 	Total Time: 1169.98s
2023-05-20 00:21:04 INFO     Epoch: 1530 	Training Loss: 1.912467 	Test Loss: 1.939427 	Epoch Time: 0.75s 	Total Time: 1170.73s
2023-05-20 00:21:05 INFO     Epoch: 1531 	Training Loss: 1.912127 	Test Loss: 1.941406 	Epoch Time: 0.75s 	Total Time: 1171.48s
2023-05-20 00:21:06 INFO     Epoch: 1532 	Training Loss: 1.912261 	Test Loss: 1.942890 	Epoch Time: 0.75s 	Total Time: 1172.23s
2023-05-20 00:21:07 INFO     Epoch: 1533 	Training Loss: 1.911910 	Test Loss: 1.940167 	Epoch Time: 0.77s 	Total Time: 1173.00s
2023-05-20 00:21:07 INFO     Epoch: 1534 	Training Loss: 1.911954 	Test Loss: 1.940820 	Epoch Time: 0.77s 	Total Time: 1173.77s
2023-05-20 00:21:08 INFO     Epoch: 1535 	Training Loss: 1.912232 	Test Loss: 1.939069 	Epoch Time: 0.77s 	Total Time: 1174.54s
2023-05-20 00:21:09 INFO     Epoch: 1536 	Training Loss: 1.912735 	Test Loss: 1.940096 	Epoch Time: 0.77s 	Total Time: 1175.30s
2023-05-20 00:21:10 INFO     Epoch: 1537 	Training Loss: 1.912785 	Test Loss: 1.940889 	Epoch Time: 0.78s 	Total Time: 1176.08s
2023-05-20 00:21:11 INFO     Epoch: 1538 	Training Loss: 1.911987 	Test Loss: 1.940066 	Epoch Time: 0.78s 	Total Time: 1176.86s
2023-05-20 00:21:11 INFO     Epoch: 1539 	Training Loss: 1.912153 	Test Loss: 1.940748 	Epoch Time: 0.79s 	Total Time: 1177.65s
2023-05-20 00:21:12 INFO     Epoch: 1540 	Training Loss: 1.912662 	Test Loss: 1.940242 	Epoch Time: 0.77s 	Total Time: 1178.43s
2023-05-20 00:21:13 INFO     Epoch: 1541 	Training Loss: 1.912163 	Test Loss: 1.939364 	Epoch Time: 0.77s 	Total Time: 1179.19s
2023-05-20 00:21:14 INFO     Epoch: 1542 	Training Loss: 1.912812 	Test Loss: 1.940406 	Epoch Time: 0.77s 	Total Time: 1179.96s
2023-05-20 00:21:14 INFO     Epoch: 1543 	Training Loss: 1.912671 	Test Loss: 1.941716 	Epoch Time: 0.77s 	Total Time: 1180.73s
2023-05-20 00:21:15 INFO     Epoch: 1544 	Training Loss: 1.912527 	Test Loss: 1.941724 	Epoch Time: 0.78s 	Total Time: 1181.50s
2023-05-20 00:21:16 INFO     Epoch: 1545 	Training Loss: 1.912550 	Test Loss: 1.940657 	Epoch Time: 0.80s 	Total Time: 1182.30s
2023-05-20 00:21:17 INFO     Epoch: 1546 	Training Loss: 1.912479 	Test Loss: 1.941296 	Epoch Time: 0.77s 	Total Time: 1183.07s
2023-05-20 00:21:18 INFO     Epoch: 1547 	Training Loss: 1.912187 	Test Loss: 1.940928 	Epoch Time: 0.77s 	Total Time: 1183.84s
2023-05-20 00:21:18 INFO     Epoch: 1548 	Training Loss: 1.912287 	Test Loss: 1.941134 	Epoch Time: 0.77s 	Total Time: 1184.60s
2023-05-20 00:21:19 INFO     Epoch: 1549 	Training Loss: 1.911823 	Test Loss: 1.940336 	Epoch Time: 0.76s 	Total Time: 1185.37s
2023-05-20 00:21:20 INFO     Epoch: 1550 	Training Loss: 1.912432 	Test Loss: 1.940620 	Epoch Time: 0.77s 	Total Time: 1186.14s
2023-05-20 00:21:21 INFO     Epoch: 1551 	Training Loss: 1.912589 	Test Loss: 1.940453 	Epoch Time: 0.78s 	Total Time: 1186.91s
2023-05-20 00:21:21 INFO     Epoch: 1552 	Training Loss: 1.912001 	Test Loss: 1.940160 	Epoch Time: 0.79s 	Total Time: 1187.70s
2023-05-20 00:21:22 INFO     Epoch: 1553 	Training Loss: 1.912043 	Test Loss: 1.939630 	Epoch Time: 0.77s 	Total Time: 1188.47s
2023-05-20 00:21:23 INFO     Epoch: 1554 	Training Loss: 1.912326 	Test Loss: 1.940580 	Epoch Time: 0.77s 	Total Time: 1189.24s
2023-05-20 00:21:24 INFO     Epoch: 1555 	Training Loss: 1.912518 	Test Loss: 1.940276 	Epoch Time: 0.77s 	Total Time: 1190.01s
2023-05-20 00:21:24 INFO     Epoch: 1556 	Training Loss: 1.912270 	Test Loss: 1.941339 	Epoch Time: 0.77s 	Total Time: 1190.77s
2023-05-20 00:21:25 INFO     Epoch: 1557 	Training Loss: 1.912673 	Test Loss: 1.940597 	Epoch Time: 0.77s 	Total Time: 1191.54s
2023-05-20 00:21:26 INFO     Epoch: 1558 	Training Loss: 1.912228 	Test Loss: 1.940369 	Epoch Time: 0.77s 	Total Time: 1192.31s
2023-05-20 00:21:27 INFO     Epoch: 1559 	Training Loss: 1.912565 	Test Loss: 1.940345 	Epoch Time: 0.76s 	Total Time: 1193.07s
2023-05-20 00:21:28 INFO     Epoch: 1560 	Training Loss: 1.912437 	Test Loss: 1.940316 	Epoch Time: 0.75s 	Total Time: 1193.82s
2023-05-20 00:21:28 INFO     Epoch: 1561 	Training Loss: 1.912394 	Test Loss: 1.941194 	Epoch Time: 0.75s 	Total Time: 1194.58s
2023-05-20 00:21:29 INFO     Epoch: 1562 	Training Loss: 1.912575 	Test Loss: 1.937916 	Epoch Time: 0.75s 	Total Time: 1195.33s
2023-05-20 00:21:30 INFO     Epoch: 1563 	Training Loss: 1.912360 	Test Loss: 1.938681 	Epoch Time: 0.75s 	Total Time: 1196.08s
2023-05-20 00:21:31 INFO     Epoch: 1564 	Training Loss: 1.912387 	Test Loss: 1.941045 	Epoch Time: 0.75s 	Total Time: 1196.83s
2023-05-20 00:21:31 INFO     Epoch: 1565 	Training Loss: 1.912397 	Test Loss: 1.941672 	Epoch Time: 0.77s 	Total Time: 1197.59s
2023-05-20 00:21:32 INFO     Epoch: 1566 	Training Loss: 1.912052 	Test Loss: 1.940938 	Epoch Time: 0.77s 	Total Time: 1198.36s
2023-05-20 00:21:33 INFO     Epoch: 1567 	Training Loss: 1.912313 	Test Loss: 1.941759 	Epoch Time: 0.76s 	Total Time: 1199.12s
2023-05-20 00:21:34 INFO     Epoch: 1568 	Training Loss: 1.912202 	Test Loss: 1.938672 	Epoch Time: 0.76s 	Total Time: 1199.88s
2023-05-20 00:21:34 INFO     Epoch: 1569 	Training Loss: 1.912521 	Test Loss: 1.939474 	Epoch Time: 0.76s 	Total Time: 1200.65s
2023-05-20 00:21:35 INFO     Epoch: 1570 	Training Loss: 1.912579 	Test Loss: 1.939847 	Epoch Time: 0.76s 	Total Time: 1201.41s
2023-05-20 00:21:36 INFO     Epoch: 1571 	Training Loss: 1.912071 	Test Loss: 1.942210 	Epoch Time: 0.77s 	Total Time: 1202.18s
2023-05-20 00:21:37 INFO     Epoch: 1572 	Training Loss: 1.912433 	Test Loss: 1.939563 	Epoch Time: 0.76s 	Total Time: 1202.94s
2023-05-20 00:21:37 INFO     Epoch: 1573 	Training Loss: 1.912750 	Test Loss: 1.939700 	Epoch Time: 0.77s 	Total Time: 1203.71s
2023-05-20 00:21:38 INFO     Epoch: 1574 	Training Loss: 1.912697 	Test Loss: 1.940167 	Epoch Time: 0.76s 	Total Time: 1204.48s
2023-05-20 00:21:39 INFO     Epoch: 1575 	Training Loss: 1.912452 	Test Loss: 1.940520 	Epoch Time: 0.77s 	Total Time: 1205.24s
2023-05-20 00:21:40 INFO     Epoch: 1576 	Training Loss: 1.911981 	Test Loss: 1.939615 	Epoch Time: 0.77s 	Total Time: 1206.01s
