Classification Level,Count
Solibacillus silvestris StLB046,12
Pseudarthrobacter phenanthrenivorans,52
Chlamydia muridarum str. Nigg,26
Xanthobacter autotrophicus,18
Achromobacter,19
Shewanella frigidimarina,30
Pseudomonas tolaasii,115
Lactobacillus sanfranciscensis,38
Exiguobacterium mexicanum,59
Pseudomonas sabulinigri,60
Acinetobacter bouvetii,29
Ochrobactrum pseudogrignonense,41
Bacillus aerophilus,184
Aggregatibacter actinomycetemcomitans,87
Enterococcus devriesei,17
Xanthomonas citri pv. citri,115
Staphylococcus piscifermentans,11
Mycoplasmopsis bovis,146
Spiroplasma endosymbiont of Drosophila hydei,38
Lactococcus lactis subsp. hordniae,18
Pseudomonas vancouverensis,28
Bacillus sonorensis,186
Amycolatopsis regifaucium,11
Paenibacillus tundrae,28
Acetobacter cibinongensis,21
Lactobacillus spicheri,21
Marinococcus halophilus,38
Microbacterium oxydans,276
Escherichia coli O104:H4,21
Pseudomonas thivervalensis,49
Micrococcus endophyticus,31
Pseudomonas brassicacearum subsp. neoaurantiaca,14
Clostridium carboxidivorans P7,15
Mycoplasmoides genitalium,16
Trueperella pyogenes,141
Capnocytophaga canimorsus,64
Bacillus alkalitelluris,29
Flavobacterium columnare,200
Bacillus albus,12
Flavobacterium sp. LM5,10
Acinetobacter towneri,12
Bacillus baekryungensis,56
Paenibacillus polymyxa CR1,13
Bacillus solani,15
Exiguobacterium aestuarii,19
Nocardia otitidiscaviarum,47
Arthrobacter pascens,91
Mobiluncus mulieris,19
Bacillus algicola,20
Salmonella enterica subsp. enterica serovar Manhattan,44
Serratia nematodiphila,102
Gordonia bronchialis,35
Bacillus sp. OV166,20
Brachyspira canis,22
Tenacibaculum lutimaris,12
Candidatus Hamiltonella defensa,58
Halobacillus mangrovi,28
Bacillus cereus Q1,13
Flavobacterium frigidimaris,10
Ornithobacterium rhinotracheale,119
Collinsella aerofaciens,256
Citrobacter amalonaticus,67
Burkholderia lata,31
Pseudomonas oryzihabitans,126
Pseudomonas azotoformans,160
Oceanobacillus caeni,16
Solibacillus silvestris,58
Prevotella denticola,33
Clostridium chauvoei JF4335,10
Enterobacter hormaechei,309
Streptomyces galbus,19
Bacillus novalis,19
Streptomyces flavovirens,75
Coconut palm phytoplasma,24
Clostridium colicanis,18
Dysgonomonas gadei,10
Sodalis glossinidius str. 'morsitans',14
Vibrio brasiliensis,26
Bacillus clausii,169
[Clostridium] paradoxum JW-YL-7 = DSM 7308,12
Pseudomonas jessenii,77
Nocardia brasiliensis,73
Paenibacillus riograndensis SBR5,10
Serratia liquefaciens,163
Selenomonas sputigena,17
Micromonospora marina,15
Parabacteroides gordonii,11
Acinetobacter radioresistens WC-A-157,28
Metamycoplasma hominis,41
Borrelia turicatae,18
Salmonella enterica subsp. enterica serovar Oranienburg,33
Staphylococcus pseudintermedius,46
Paraburkholderia terricola,19
Enterobacter cancerogenus,131
Streptomyces sp. TLI_053,11
Streptomyces aureus,56
Pseudomonas reactans,40
Pseudarthrobacter siccitolerans,96
Corynebacterium flavescens,25
Pseudidiomarina homiensis,10
Photorhabdus luminescens,87
Sphingopyxis terrae,13
Sphingopyxis ginsengisoli,10
Achromobacter insolitus,37
Streptococcus pyogenes MGAS2111,14
Marinobacter hydrocarbonoclasticus,159
Sulfitobacter litoralis,10
Bacillus cereus ATCC 10987,12
Bacillus wiedmannii,98
Bacillus subtilis subsp. inaquosorum,158
Salinicoccus roseus,45
Bifidobacterium pseudolongum,43
Anoxybacillus flavithermus,73
Bacillus badius,64
Bacillus meqaterium,17
Lactobacillus curvatus,199
Trabulsiella odontotermitis,27
Comamonas testosteroni,180
Mycoplasmopsis agalactiae,32
Azospirillum brasilense Sp245,14
Bacillus sp. FJAT-21351,13
bacterium endosymbiont of Onthophagus Taurus,230
Cycloclasticus pugetii,22
Cutibacterium granulosum,21
Bifidobacterium kashiwanohense JCM 15439 = DSM 21854,12
Weissella hellenica,54
Amycolatopsis ruanii,14
Salmonella enterica subsp. enterica serovar Albany,13
Pseudomonas umsongensis,41
Brachyspira pilosicoli,59
Bacillus thuringiensis Bt18247,14
Micromonospora inositola,12
Marinococcus luteus,13
Bacillus litoralis,26
Arthrobacter humicola,36
Exiguobacterium oxidotolerans,12
Streptomyces fimbriatus,13
Bacillus intestinalis,19
Mesoplasma florum,22
Clostridium saccharoperbutylacetonicum,15
Bacillus muralis,63
Escherichia coli DEC12A,12
Mycoplasmoides gallisepticum,61
Salmonella enterica subsp. enterica serovar Senftenberg,59
Salmonella enterica subsp. enterica serovar Typhimurium var. 5-,116
Pseudomonas straminea,11
Paenibacillus alvei,53
Salmonella enterica subsp. enterica serovar Muenchen,47
Vibrio fluvialis,120
Staphylococcus vitulinus,24
Staphylococcus sciuri,288
Pseudomonas oleovorans,204
Francisella tularensis subsp. holarctica,32
Haemophilus parahaemolyticus,24
Oligella urethralis,24
Salmonella enterica subsp. enterica serovar Schwarzengrund,33
Cloacibacterium normanense,19
Megamonas hypermegale,23
Streptococcus lutetiensis,159
Citrobacter farmeri,40
Pseudoalteromonas tetraodonis,41
Propionibacterium sp. 434-HC2,11
Streptomyces macrosporeus,23
Bacillus pseudomycoides,199
Streptomyces viridosporus,12
Streptomyces cattleya NRRL 8057 = DSM 46488,12
Micromonospora tulbaghiae,15
Idiomarina fontislapidosi,65
Erwinia billingiae,45
Robbsia andropogonis,28
Salmonella enterica subsp. enterica serovar Saintpaul,115
Pseudomonas syringae pv. syringae,84
Acinetobacter lwoffii,321
Rhizobium leguminosarum bv. viciae,129
Phascolarctobacterium faecium,18
Streptomyces laurentii,16
Aeromonas molluscorum,17
Rahnella aquatilis CIP 78.65 = ATCC 33071,10
Corynebacterium minutissimum,22
Akkermansia muciniphila,62
Candidatus Phytoplasma mali,43
Rhodothermus marinus,26
Bacillus coagulans,186
Paenibacillus lentimorbus,23
Weissella confusa,339
Acetobacter indonesiensis,41
Selenomonas dianae,12
Kingella negevensis,21
Candidatus Megaira polyxenophila,31
Treponema sp. oral taxon 231,16
Mesorhizobium loti,124
Streptococcus mitis,225
Bacteroides plebeius,14
Streptomyces flavovariabilis,10
Pseudomonas monteilii,208
Pseudochrobactrum asaccharolyticum,21
Candidatus Phytoplasma cynodontis,64
Enterococcus gilvus,31
Acinetobacter baumannii 24860_2,13
Polynucleobacter acidiphobus,11
Lactobacillus paracasei subsp. tolerans,49
Cellulomonas fimi,11
Weissella viridescens,63
'Cocos nucifera' phytoplasma,11
Acinetobacter baumannii Naval-83,10
Lachnoclostridium phytofermentans,14
Colwellia rossensis,10
Collimonas fungivorans,32
Paraclostridium bifermentans,89
Azotobacter chroococcum,137
North American grapevine yellows phytoplasma,61
Streptomyces avidinii,96
Escherichia coli DEC13D,10
Bacillus herbersteinensis,20
Corynebacterium jeikeium,73
Candidatus Kryptonium thompsoni,16
Nocardiopsis dassonvillei,139
Pseudomonas alcaliphila,29
'Pritchardia pacifica' lethal yellowing phytoplasma,19
Granulicatella adiacens,20
Alteromonas stellipolaris,29
Joostella marina,21
Micromonospora auratinigra,15
Bradyrhizobium ottawaense,18
Arthrobacter psychrolactophilus,18
Candidatus Phytoplasma solani,111
Roseburia faecis,21
Lethal yellowing phytoplasma,41
Hafnia alvei,142
Virgibacillus halodenitrificans,54
Mesorhizobium qingshengii,16
Acinetobacter baumannii 10519,10
Leuconostoc kimchii,14
Pseudomonas rhodesiae,97
Paenibacillus sp. enrichment culture,12
Oceanobacillus oncorhynchi,32
Anaplasma capra,106
Collimonas arenae,17
Gordonia amicalis,20
Gordonibacter pamelaeae,19
Brenneria salicis,98
Streptomyces pseudovenezuelae,26
Flexithrix dorotheae,16
Edwardsiella piscicida,31
Flavobacterium xinjiangense,21
Vibrio chagasii,35
Brevibacillus brevis X23,14
Blastomonas natatoria,41
Clostridium sporogenes,107
Streptomyces badius,26
Pedobacter cryoconitis,10
Proteus penneri,62
Psychrobacter cibarius,19
Bacillus cereus D17,14
Bacillus niabensis,66
Planococcus salinarum,64
Olsenella profusa,13
Ochrobactrum cytisi,26
Bacillus nealsonii,76
Salinivibrio kushneri,14
Curtobacterium flaccumfaciens pv. flaccumfaciens,16
Lactobacillus delbrueckii subsp. lactis,81
Bifidobacterium adolescentis,70
Enterobacter kobei,82
Bacillus halmapalus,43
Cobetia marina,68
Streptomyces sannanensis,14
Clostridium tertium,26
Moraxella lincolnii,12
Psychrobacter nivimaris,59
Slackia piriformis,10
Streptomyces coeruleofuscus,17
Ruminococcus albus,31
Mycobacterium mageritense,14
Nitrosomonas eutropha,14
Streptomyces hirsutus,10
Staphylococcus caprae,53
Salinivibrio costicola,53
Pseudobutyrivibrio ruminis,13
Mycobacterium bovis BCG,16
Bacillus megaterium DSM 319,11
Campylobacter iguaniorum,14
Cellulosilyticum lentocellum DSM 5427,11
Sphingomonas melonis,31
Sphingopyxis alaskensis,19
Bacillus vietnamensis,84
Staphylococcus capitis,128
Lelliottia amnigena,79
Streptomyces galilaeus,19
Salmonella enterica subsp. enterica serovar Bareilly,14
Streptomyces cinnamonensis,13
Salmonella enterica subsp. enterica serovar Give,28
Lactobacillus parabuchneri,101
Salmonella enterica subsp. enterica serovar Mbandaka,37
Aggregatibacter aphrophilus,41
Escherichia coli Nissle 1917,18
Streptomyces fragilis,14
Clostridium butyricum,190
Prevotella intermedia,93
Brevibacillus laterosporus,172
Streptomyces kanamyceticus,15
Banana wilt associated phytoplasma,17
Citrobacter sedlakii,25
Fusobacterium periodonticum,74
Micrococcus yunnanensis,154
Acinetobacter baumannii Canada BC-5,41
Paraburkholderia nodosa,110
Marinobacterium rhizophilum,14
Clostridium moniliforme,12
Bacillus timonensis,30
Staphylococcus condimenti,25
Salmonella enterica subsp. enterica serovar Indiana,14
Methylorubrum extorquens,59
Idiomarina baltica,18
Neorhizobium huautlense,31
Bacteroides uniformis,52
Massilia eurypsychrophila,97
Escherichia coli DEC4C,13
Listeria ivanovii subsp. ivanovii PAM 55,11
Fictibacillus rigui,12
Bradyrhizobium liaoningense,52
gamma proteobacterium endosymbiont of Lamellibrachia anaximandri,24
Spiroplasma endosymbiont of Larinioides cornutus,11
Pseudomonas veronii,184
Polaromonas eurypsychrophila,16
Vibrio atlanticus,41
Streptomyces scabiei,179
Streptomyces finlayi,42
Staphylococcus saprophyticus subsp. bovis,17
Escherichia marmotae,18
Clostridium sardiniense,21
Enterobacter cloacae subsp. dissolvens,55
Vibrio kanaloae,16
Pseudomonas chengduensis,10
Saccharomyces cerevisiae (baker's yeast),10
Lactobacillus farciminis,60
Paenibacillus campinasensis,14
Mannheimia haemolytica,123
Streptomyces tricolor,19
Acinetobacter baylyi,39
Acinetobacter baumannii TG22204,12
Alicyclobacillus cycloheptanicus,16
Finegoldia magna,22
Candidatus Phytoplasma ulmi,25
Pectobacterium parmentieri,78
Burkholderia pseudomallei HBPUB10303a,12
Pseudomonas mediterranea,33
Candidatus Phytoplasma hispanicum,19
Streptomyces bungoensis,20
Rhodococcus globerulus,19
Pantoea stewartii,70
Arthrobacter ramosus,40
Sporosarcina luteola,23
Rhodobacteraceae bacterium,16
Corynebacterium riegelii,15
Acetobacter estunensis,11
Corynebacterium xerosis,55
Bacillus subtilis subsp. subtilis str. RO-NN-1,10
Leptospira interrogans serovar Canicola,12
Lysobacter brunescens,15
Photobacterium damselae subsp. damselae CIP 102761,11
Bhargavaea beijingensis,17
Lactobacillus helsingborgensis,12
Paenibacillus mucilaginosus,54
Sphingopyxis macrogoltabida,21
Leptospirillum ferriphilum,47
synthetic construct,161
Vibrio navarrensis,11
Hungateiclostridium thermocellum,42
Cellulosimicrobium cellulans,105
Veillonella montpellierensis,13
Candidatus Neoehrlichia mikurensis,37
Streptomyces collinus,23
Bacillus acidiceler,41
Borrelia americana,10
Streptomyces drozdowiczii,30
Aerococcus urinae,39
Psychrobacter pulmonis,58
Lysobacter antibioticus,27
Streptomyces diastaticus,30
Idiomarina loihiensis,47
Streptomyces europaeiscabiei,43
Corynebacterium bovis,69
Bacillus sinesaloumensis,14
Helicobacter macacae,12
Caldanaerobacter subterraneus,18
Vibrio parahaemolyticus VP232,12
Lactobacillus vaginalis,40
Lentzea aerocolonigenes,25
Pseudoalteromonas arctica,24
Halobacillus dabanensis,61
Pseudomonas denitrificans,49
Chlorobium limicola,19
Methylorubrum populi,94
Acinetobacter baumannii 42057_6,11
Xanthomonas phaseoli pv. phaseoli,17
Tomato big bud phytoplasma,38
Streptomyces griseoaurantiacus,22
Pseudomonas lurida,43
Bacillus oceanisediminis,136
Streptococcus gallolyticus subsp. macedonicus,69
Halomonas huangheensis,14
Streptomyces olivoverticillatus,12
Nocardia testacea,11
Arcobacter lanthieri,22
[Pasteurella] aerogenes,20
Micromonospora siamensis,13
Blautia stercoris,16
Pseudomonas nitroreducens,103
Isoptericola halotolerans,19
Lactobacillus ruminis,62
Tatumella ptyseos,23
Agrobacterium nepotum,41
Halomonas elongata,45
Pseudarthrobacter sulfonivorans,60
Corynebacterium mastitidis,14
Glutamicibacter nicotianae,87
Shinella zoogloeoides,30
Arthrobacter alpinus,44
Veillonella atypica,18
Nonlabens sediminis,10
Serratia ficaria,20
Rhodococcus coprophilus,15
Microbacterium esteraromaticum,92
Sporosarcina aquimarina,46
Butyricimonas virosa,11
Inquilinus limosus,19
Lactobacillus delbrueckii subsp. sunkii,15
Dinobryon sp. FU22KAK,10
Treponema pallidum subsp. pertenue (yaws treponeme),20
Streptomyces rutgersensis,13
Kozakia baliensis,20
Bifidobacterium animalis subsp. lactis,34
Rhizobium daejeonense,19
[Eubacterium] tenue,13
Vibrio owensii,167
Afifella marina,24
Myxococcus fulvus,107
Shewanella baltica,88
Bacillus oshimensis,18
Stenotrophomonas pavanii,22
Pseudomonas viridiflava,117
Eisenbergiella tayi,14
Burkholderia gladioli pv. gladioli,18
Pseudomonas argentinensis,29
Yersinia rohdei,26
Bacillus manliponensis,15
Shewanella violacea DSS12,14
Achromobacter spanius,42
'Rosa alba' phyllody phytoplasma,10
Borrelia crocidurae,55
Sphingomonas yunnanensis,19
Streptomyces exfoliatus,49
Paenibacillus jamilae,44
Lactobacillus sunkii,16
Bacillus oleronius,51
Yersinia kristensenii,57
Xanthomonas arboricola pv. pruni,26
Salmonella enterica subsp. enterica serovar Gaminara,15
Methylobacterium fujisawaense,42
Campylobacter concisus,48
Leptospira interrogans,107
Borrelia afzelii,31
Hydrogenophaga pseudoflava,10
Nocardia asteroides,64
Corynebacterium genitalium,16
Lonsdalea britannica,14
Mycoplasma haemofelis,33
Streptomyces prunicolor,27
Staphylococcus lentus,113
Vibrio diabolicus,71
Streptomyces goshikiensis,40
Lactobacillus tucceti,12
Vibrio coralliilyticus,85
Salinispora arenicola,102
Flavobacterium degerlachei,22
Bacillus krulwichiae,21
Acidithiobacillus thiooxidans,142
Parvimonas micra,36
Bacillus halosaccharovorans,28
Escherichia coli str. K-12 substr. W3110,29
Mycoplasma mycoides,23
Salmonella enterica subsp. enterica serovar Minnesota,14
Vibrio vulnificus Env1,11
Bacteroidetes bacterium endosymbiont of Coelostomidia zealandica,10
Prevotella buccalis,12
Paenibacillus sp. DCT19,11
Burkholderia ambifaria,47
Pseudomonas donghuensis,10
Candidatus Endonucleobacter bathymodioli,15
Parabacteroides distasonis,57
Streptomyces griseorubens,63
Vibrio alginolyticus NBRC 15630 = ATCC 17749,12
Escherichia coli str. K-12 substr. MG1655,87
Paenibacillus favisporus,20
Thalassospira profundimaris,19
Borrelia miyamotoi,42
[Clostridium] celerecrescens,34
Photobacterium leiognathi subsp. leiognathi,23
Orientia tsutsugamushi,31
Jonesia denitrificans,12
Mesorhizobium thiogangeticum,15
Bacillus alcalophilus,31
Rodentibacter pneumotropicus,33
Staphylococcus delphini,18
Mogibacterium neglectum,10
Komagataeibacter europaeus LMG 18494,10
Mesorhizobium huakuii,84
Aeromonas taiwanensis,13
Leminorella richardii,16
Streptomyces qaidamensis,13
Aeromonas salmonicida subsp. masoucida,15
Oceanobacillus picturae,85
Thermobifida fusca,29
Campylobacter lari,46
Escherichia coli O157:H7,145
Oscillospira guilliermondii,13
Pseudomonas granadensis,42
Clostridium bornimense,11
Metamycoplasma arthritidis,11
Jeotgalibacillus campisalis,18
Bacteroidetes bacterium,36
Bacillus kochii,72
Mycobacterium gilvum,43
Pseudomonas kilonensis,26
Porphyromonas uenonis,11
Bilophila wadsworthia,16
Streptomyces parvus,36
Streptococcus canis,60
Aeromonas jandaei,85
Acidithiobacillus caldus,40
Micromonospora aurantiaca,34
Thermoanaerobacterium saccharolyticum,12
Psychrilyobacter atlanticus DSM 19335,10
Providencia vermicola,73
Citrobacter murliniae,47
Xanthomonas translucens,34
Caballeronia sordidicola,27
Mexican potato purple top phytoplasma,29
Bacteroides ovatus,48
Paenibacillus odorifer,69
Vibrio vulnificus,240
Halomonas aquamarina,98
Pseudomonas pelagia,46
Clostridium saccharoperbutylacetonicum N1-4(HMT),12
Gluconacetobacter diazotrophicus,39
thiotrophic endosymbiont of Bathymodiolus puteoserpentis (Logatchev),12
Yersinia mollaretii,21
Kluyvera georgiana,30
Streptomyces alboflavus,14
Nocardia beijingensis,33
Acinetobacter baumannii 470922,13
Microbacterium,10
Mycoplasma amphoriforme,11
Polynucleobacter necessarius,24
Tardiphaga robiniae,24
Brevibacillus reuszeri,49
Deefgea chitinilytica,10
Acinetobacter baumannii AB5075,12
Pseudomonas sp. S3E12,11
Candidatus Phytoplasma trifolii,77
Lactobacillus pobuzihii,13
Acinetobacter ursingii,29
Staphylococcus hominis subsp. novobiosepticus,15
Brevundimonas nasdae,23
Streptococcus parasanguinis,84
Streptomyces zaomyceticus,52
Lysinibacillus macroides,99
Streptomyces misionensis,22
Sporolactobacillus nakayamae,27
rumen bacterium,13
Escherichia coli DEC15D,11
Kocuria marina,52
Escherichia coli K-12,99
Corallococcus macrosporus,34
Streptobacillus moniliformis,69
Fannyhessea vaginae,16
Xanthomonas arboricola,31
Actinobacillus minor,28
Microbacterium gubbeenense,13
Lactobacillus farraginis,57
Candidatus Pelagibacter ubique,16
Cupriavidus necator,60
Escherichia coli DEC6B,13
Vibrio metschnikovii,40
Erythrobacter citreus,79
Halomonas campaniensis,25
Streptomyces thermovulgaris,14
Moritella viscosa,34
Olsenella umbonata,11
Pseudomonas taetrolens,18
Acinetobacter beijerinckii,26
Staphylococcus succinus,77
bacterium enrichment culture,62
Bacillus thuringiensis serovar kurstaki,28
Acidibacillus ferrooxidans,10
Paraprevotella xylaniphila,10
Acinetobacter baumannii AB4857,10
Salmonella enterica subsp. enterica serovar Newport,147
Aneurinibacillus thermoaerophilus,35
Bacillus circulans,184
Blastochloris viridis,27
Myroides odoratus,18
Helicobacter cinaedi,56
Acidithiobacillus ferriphilus,14
Clostridium estertheticum,26
Bacillus thuringiensis LM1212,19
Mycobacterium austroafricanum,23
Streptomyces fradiae,89
Neisseria lactamica,35
Salmonella enterica subsp. enterica serovar Virchow,10
Azospirillum sp. B510,10
Streptococcus pyogenes JRS4,12
Catenibacterium mitsuokai,20
Azospirillum lipoferum,62
Pseudomonas graminis,89
Sporosarcina newyorkensis,21
Streptomyces violascens,30
Epibacterium mobile,112
Pseudomonas rhizosphaerae,48
Candidatus Clavichlamydia salmonicola,17
Vibrio nereis,16
Bacillus subterraneus,55
Lactobacillus lindneri,20
proteobacterium symbiont of Nilaparvata lugens,16
Paraburkholderia silvatlantica,21
Solobacterium moorei,25
Bacillus cereus 03BB102,28
Kluyvera cryocrescens,32
Elizabethkingia anophelis,145
Sphingobacterium mizutaii,30
Enterobacteriaceae bacterium symbiont of Plautia splendens,25
Phyllobacterium myrsinacearum,43
Porphyromonas crevioricanis,14
Chromobacterium subtsugae,10
Bartonella washoeensis,18
Chromobacterium amazonense,11
Yersinia pseudotuberculosis IP 32953,14
Enterobacter bugandensis,17
Bordetella avium,12
Salmonella enterica subsp. enterica serovar Kentucky,62
Pseudomonas amygdali pv. tabaci,11
Mycobacterium neoaurum,64
Kitasatospora mediocidica KCTC 9733,10
Erwinia amylovora,92
Microcystis aeruginosa,63
Bifidobacterium longum,253
Bacillus sp. HBCD-sjtu,13
Bacteroides coprophilus,11
Streptomyces niveoruber,18
Shewanella xiamenensis,51
Borrelia hermsii,86
Vibrio cidicii,13
Mycoplasmopsis gallinarum,53
Corynebacterium glaucum,13
Enterococcus dispar,11
Vibrio rumoiensis,26
Acidithiobacillus albertensis,16
Streptomyces lanatus,11
Bifidobacterium longum subsp. infantis,59
Alcanivorax borkumensis,14
Streptomyces stelliscabiei,20
Prevotella histicola,16
Rothia mucilaginosa,60
Microbacterium hominis,20
Paraburkholderia phytofirmans,24
Dorea formicigenerans,13
Streptomyces toxytricini,27
Nocardiopsis umidischolae,18
Virgibacillus proomii,22
Desemzia incerta,17
Salmonella enterica subsp. enterica serovar Paratyphi B,26
Mesomycoplasma ovipneumoniae,23
Lactococcus lactis subsp. cremoris,192
Staphylococcus argenteus,110
Lysinimonas sp. LM-2018,103
Streptomyces spinoverrucosus,11
Vibrio ichthyoenteri,40
Photobacterium phosphoreum,63
Ruegeria atlantica,24
Porphyromonas gulae,27
Glutamicibacter bergerei,19
Mycobacterium parascrofulaceum,16
Acinetobacter baumannii TG22146,12
Streptomyces antibioticus,31
Bacillus thuringiensis Bt407,15
Rothia koreensis,12
Bordetella bronchialis,10
secondary endosymbiont of Bemisia tabaci,19
Xenophilus aerolatus,11
Brachyspira intermedia,29
Acinetobacter sp. CIP 53.82,11
Haemophilus aegyptius,17
Flavobacterium psychrophilum,206
Micromonospora narathiwatensis,13
Komagataeibacter saccharivorans,19
Acetobacter cerevisiae,17
Comamonas aquatica,55
Gallibacterium genomosp. 3,15
Micrococcus flavus,19
Yersinia pestis,144
[Clostridium] lavalense,12
Streptomyces eurocidicus,17
Yersinia frederiksenii,61
Listeria ivanovii subsp. londoniensis,12
Enterococcus faecalis V583,10
Agrococcus jenensis,30
Herbaspirillum frisingense,19
Corynebacterium striatum,58
Dickeya dadantii,44
Pectobacterium carotovorum subsp. actinidiae,10
Nocardia arthritidis,10
Vibrio qinghaiensis,10
Pigmentiphaga daeguensis,18
Brachyspira hampsonii bv. I,13
Romboutsia hominis,17
Paenibacillus dendritiformis,45
Basfia succiniciproducens,28
Prevotella melaninogenica,36
Campylobacter fetus subsp. testudinum,31
Microbacterium laevaniformans,38
Candidatus Intestinusbacter nucleariae,20
Acinetobacter wuhouensis,14
Kocuria varians,15
Cupriavidus pinatubonensis,13
Pseudarthrobacter polychromogenes,15
Granulibacter bethesdensis,25
Ureibacillus thermosphaericus,61
Paenibacillus naphthalenovorans,20
Flavobacteriaceae bacterium,18
Yersinia pestis subsp. microtus bv. Caucasica,19
Halomonas alkaliantarctica,13
Marinobacter excellens,14
Mycobacterium gordonae,55
Bacteroides dorei CL03T12C01,14
Ureaplasma urealyticum,18
Ensifer americanus,22
Bacillus horikoshii,99
Burkholderia glumae,37
Prevotella nanceiensis,23
Lancefieldella rimae,16
Photobacterium damselae subsp. piscicida (causative agent of fish,48
Lactobacillus florum,33
Thermostaphylospora chromogena,15
Clostridium paraputrificum,21
Cardiobacterium valvarum,16
[Clostridium] cellulosi,15
Providencia rettgeri,136
Bordetella holmesii,53
Streptomyces clavuligerus,27
Borrelia duttonii,17
Mycobacterium aurum,11
Mycoplasmopsis californica,14
Xanthobacter flavus,14
Bacillus methanolicus MGA3,14
Acinetobacter baumannii 1406589,13
Arthrobacter flavus,26
[Ruminococcus] torques,19
Butyrivibrio fibrisolvens,71
Clostridium disporicum,27
Myroides phaeus,12
Paucibacter toxinivorans,34
Lactobacillus zymae,19
Psychrobacter alimentarius,44
Myroides odoratimimus,72
Lactococcus raffinolactis,55
Salmonella enterica subsp. enterica serovar Aqua str. NVSL2001,10
Pseudomonas lundensis,33
Glutamicibacter arilaitensis,65
Gordonia amarae,34
Sphingomonas aquatilis,14
Pseudoflavonifractor capillosus,10
Lactobacillus pontis,26
Streptomyces xanthophaeus,25
Schaalia georgiae,11
Clostridium felsineum,11
Dialister micraerophilus,31
Ralstonia insidiosa,34
Raoultella terrigena,57
Streptomyces pactum,53
Streptomyces globisporus,72
Neisseria mucosa,49
Pseudarthrobacter chlorophenolicus,26
Bartonella bacilliformis,48
Salmonella enterica subsp. enterica serovar Bovismorbificans,41
Bacillaceae bacterium,23
Streptococcus parauberis,69
Mycoplasma capricolum,17
Leifsonia shinshuensis,18
Mycobacterium ulcerans,22
Idiomarina seosinensis,15
Selenomonas ruminantium,61
Aliivibrio salmonicida,11
Escherichia coli UMEA 3230-1,10
Asaccharospora irregularis,10
Bordetella trematum,18
Alloscardovia omnicolens,23
Pseudomonas xanthomarina,78
Brevundimonas vesicularis,70
Sphingomonas phyllosphaerae,10
Paenibacillus barengoltzii,35
Bifidobacterium scardovii,13
Chryseomicrobium imtechense,12
Treponema parvum,12
Vibrio tasmaniensis,21
Paenibacillus xylanexedens,61
Microvirgula aerodenitrificans,24
Saccharomonospora azurea,15
Mycobacterium peregrinum,24
Pseudomonas corrugata,54
Chryseobacterium gleum,26
Pseudovibrio denitrificans,30
[Clostridium] clostridioforme,25
Haematobacter massiliensis,12
Streptomyces bacillaris,35
Brachybacterium faecium,10
[Bacillus] caldolyticus,14
Candidatus Paraburkholderia rigidae,10
Vibrio azureus,94
Micromonospora coxensis,59
Halobacillus litoralis,16
Thiothrix sp. ectosymbiont of Niphargus ictus,28
Maize bushy stunt phytoplasma,12
Escherichia albertii,133
Corynebacterium ammoniagenes,18
Treponema denticola,63
Rothia aeria,24
Kosakonia cowanii,77
Verminephrobacter eiseniae,54
Sagittula stellata,24
Novosphingobium subterraneum,24
Clostridium botulinum C str. Eklund,16
Streptomyces olivaceus,55
Bacillus cereus AH820,12
Rothia nasimurium,35
Atopobium minutum,20
Kiloniella majae,10
Nitrospirillum amazonense,10
Agarivorans albus,35
Taylorella equigenitalis,53
Bacillus thuringiensis serovar morrisoni,30
Aneurinibacillus terranovensis,14
Acinetobacter baumannii 45052_2,12
Brachyspira pulli,16
Pseudomonas costantinii,24
Brachybacterium paraconglomeratum,62
Lactobacillus pantheris,23
[Clostridium] xylanolyticum,16
Brachyspira corvi,120
Bartonella tamiae,11
Isoptericola variabilis,31
Kosakonia radicincitans,26
Lactobacillus parabrevis,27
Neorickettsia risticii (Potomac horse fever agent),20
Vibrio tritonius,17
Streptomyces kunmingensis,10
Lactobacillus coleohominis,15
Pseudomonas pachastrellae,23
Escherichia coli O157,21
Rhodococcus opacus,50
Vibrio parahaemolyticus VP250,12
Corynebacterium sundsvallense,11
Deinococcus radiodurans,14
Aliivibrio logei,38
[Ruminococcus] gnavus,30
Paraburkholderia caribensis,46
Vibrio cholerae 2740-80,12
Clostridioides difficile DA00244,10
Tsukamurella pseudospumae,17
Pseudomonas frederiksbergensis,156
Staphylococcus aureus subsp. anaerobius,17
Sarcina ventriculi,13
Bacillus subtilis subsp. subtilis str. NCIB 3610,10
Helicobacter pullorum,48
Corynebacterium macginleyi,30
Porphyromonas macacae,20
Staphylococcus chromogenes,23
Vibrio aestuarianus,20
Pseudomonas psychrophila,77
Streptomyces albogriseolus,58
Pseudarthrobacter scleromae,44
Erwinia rhapontici,46
Vibrio natriegens NBRC 15636 = ATCC 14048 = DSM 759,24
Clostridioides difficile ATCC 9689 = DSM 1296,12
Bacillus anthracis 8903-G,11
Corynebacterium aurimucosum,34
Paenibacillus peoriae,56
Pseudomonas chlororaphis subsp. aureofaciens,24
Chlamydia muridarum,26
Rhizobium leguminosarum bv. phaseoli,36
Mitsuaria chitosanitabida,15
Erysipelatoclostridium ramosum,15
Klebsiella quasipneumoniae subsp. similipneumoniae,79
Aeromonas popoffii,44
Enterobacteriaceae bacterium,97
Parachlamydia acanthamoebae,11
Bacillus thuringiensis serovar coreanensis,15
